Time (s),Channel 1 (V),Channel 2 (V)
-0.0051196875,-0.05695439882439195,-0.1207573450884332
-0.0051184375,-0.05695439882439195,-0.1207573450884332
-0.005117187499999999,-0.0566176694895419,-0.11702374204001
-0.0051159375,-0.05628094015469216,-0.1132901389915902
-0.005114687499999999,-0.05527075215014247,-0.1020893298463256
-0.0051134375,-0.05426056414559278,-0.09462212374948256
-0.0051121875,-0.05358710547589299,-0.08715491765263952
-0.0051109375,-0.05358710547589299,-0.08342131460421968
-0.0051096875,-0.0525769174713433,-0.07222050545895344
-0.005108437499999999,-0.0519034588016432,-0.06848690241052682
-0.0051071875,-0.05123000013194371,-0.05728609326526736
-0.005105937499999999,-0.05123000013194341,-0.06101969631368718
-0.0051046875,-0.05055654146224392,-0.05728609326526736
-0.005103437499999999,-0.04988308279254413,-0.0460852841200028
-0.0051021875,-0.05021981212739403,-0.03488447497473824
-0.0051009375,-0.04853616545314454,-0.03115087192631672
-0.0050996875,-0.04887289478799429,-0.03488447497473654
-0.0050984375,-0.04752597744859486,-0.0274172688778952
-0.005097187499999999,-0.04752597744859425,-0.01995006278104707
-0.0050959375,-0.04617906010919527,-0.008749253635787605
-0.005094687499999999,-0.04516887210464558,-0.005015650587364387
-0.0050934375,-0.04516887210464558,-0.001282047538944565
-0.005092187499999999,-0.04550560143949548,-0.005015650587366085
-0.0050909375,-0.04449541343494625,0.006185158557893382
-0.0050896875,-0.043821954765246,0.02111957075158455
-0.0050884375,-0.04314849609554652,0.02111957075158455
-0.0050871875,-0.04281176676069631,0.02485317380000607
-0.005085937499999999,-0.04213830809099622,0.03232037989685081
-0.0050846875,-0.04146484942129673,0.03605398294527063
-0.005083437499999999,-0.04112812008644683,0.04352118904211367
-0.0050821875,-0.03978120274704725,0.05845560123579975
-0.0050809375,-0.03877101474249756,0.06592280733264279
-0.0050796875,-0.03809755607279807,0.06592280733264279
-0.0050784375,-0.03809755607279777,0.06965641038106431
-0.0050771875,-0.03742409740309828,0.07712361647790394
-0.0050759375,-0.03641390939854829,0.08459082257475038
-0.005074687499999999,-0.03641390939854829,0.09205802867159513
-0.0050734375,-0.03641390939854829,0.09579163172001495
-0.005072187499999999,-0.0354037213939986,0.09952523476843647
-0.0050709375,-0.03439353338944891,0.1069924408652795
-0.0050696875,-0.03372007471974912,0.1219268530589656
-0.0050684375,-0.03270988671519989,0.1219268530589656
-0.0050671875,-0.03338334538489923,0.1181932500105441
-0.005065937499999999,-0.03237315738034908,0.1293940591558103
-0.0050646875,-0.03136296937579985,0.1331276622042301
-0.005063437499999999,-0.03035278137124985,0.1480620743979162
-0.0050621875,-0.02967932270155037,0.1480620743979162
-0.005060937499999999,-0.02934259336670047,0.1592628835431808
-0.0050596875,-0.02900586403185057,0.1667300896400238
-0.0050584375,-0.02799567602730089,0.1741972957368668
-0.0050571875,-0.0273222173576014,0.1779308987852867
-0.0050559375,-0.02631202935305141,0.196598914027396
-0.005054687499999999,-0.02563857068335115,0.2040661201242407
-0.0050534375,-0.02462838267880192,0.2077997231726605
-0.005052187499999999,-0.02429165334395188,0.2115333262210854
-0.0050509375,-0.02395492400910213,0.2190005323179251
-0.005049687499999999,-0.02294473600455244,0.2227341353663466
-0.0050484375,-0.02227127733485296,0.2227341353663466
-0.0050471875,-0.02159781866515286,0.2302013414631897
-0.0050459375,-0.02126108933030312,0.2414021506084491
-0.0050446875,-0.02092435999545307,0.2451357536568757
-0.005043437499999999,-0.02025090132575312,0.2563365628021403
-0.0050421875,-0.01991417199090338,0.2563365628021403
-0.005040937499999999,-0.01924071332120359,0.2600701658505618
-0.0050396875,-0.0182305253166539,0.2750045780442479
-0.0050384375,-0.01722033731210421,0.2862053871895124
-0.0050371875,-0.01688360797725447,0.2787381810926728
-0.0050359375,-0.01553669063785473,0.289938990237934
-0.0050346875,-0.01486323196815525,0.3086070054800331
-0.0050334375,-0.01385304396360525,0.3086070054800416
-0.005032187499999999,-0.01385304396360494,0.3198078146253078
-0.0050309375,-0.01317958529390546,0.3235414176737276
-0.005029687499999999,-0.01183266795450588,0.3347422268189922
-0.0050284375,-0.01149593861965598,0.3310086237705707
-0.0050271875,-0.01048575061510629,0.3422094329158352
-0.0050259375,-0.01014902128025655,0.345943035964255
-0.0050246875,-0.0101490212802564,0.3459430359642567
-0.005023437499999999,-0.008802103940856199,0.3534102420611049
-0.0050221875,-0.007455186601457227,0.3646110512063644
-0.005020937499999999,-0.007118457266607177,0.3758118603516323
-0.0050196875,-0.006781727931757435,0.383279066448472
-0.005018437499999999,-0.006444998596907539,0.390746272545315
-0.0050171875,-0.004761351922658058,0.3982134786421581
-0.0050159375,-0.004087893252958266,0.4019470816905796
-0.0050146875,-0.004424622587808008,0.4056806847389994
-0.0050134375,-0.00375116391810837,0.4131478908358441
-0.005012187499999999,-0.003077705248408119,0.4206150969326906
-0.0050109375,-0.00206751724385889,0.4280823030295302
-0.005009687499999999,-0.001730787909008841,0.4355495091263732
-0.0050084375,-0.001394058574159098,0.4355495091263732
-0.005007187499999999,-4.714123475951353e-05,0.4542175243684808
-0.0050059375,0.0006263174349402786,0.4616847304653239
-0.0050046875,0.001299776104640071,0.4691519365621669
-0.0050034375,0.002646693444039042,0.4766191426590066
-0.0050021875,0.003320152113739447,0.4803527457074315
-0.005000937499999999,0.003656881448589343,0.491553554852696
-0.0049996875,0.003656881448589343,0.491553554852696
-0.004998437499999999,0.003993610783439239,0.4952871579011175
-0.0049971875,0.005003798787988927,0.4990207609495391
-0.0049959375,0.006013986792538615,0.5139551731432251
