Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,-54.80216268475243,180,-4.198962183597022,0
4.8828125,-55.10952560668802,179.7672584377036,-4.508297092138511,0.01849605467666702
9.765625,-58.6003388485829,179.0317460879084,-8.006366936080006,0.03935932954911849
14.6484375,-68.96895546559537,175.8593318093725,-18.43838026689,0.05959304048348942
19.53125,-87.28348242874085,136.0837592799918,-41.27838041789627,0.08635542395978292
24.4140625,-89.22724659525835,66.2268159432826,-77.85935866170013,19.4880155276544
29.296875,-89.12232392456858,54.83979424595051,-77.65107567529027,23.7716391504888
34.1796875,-89.1027946776988,30.9924690849274,-77.56133807304974,22.92580048443803
39.0625,-89.38002460440957,12.60839172220895,-77.60881835239422,17.60103510175661
43.9453125,-89.62836855424894,12.20669779574524,-77.93047260273498,10.10839007600086
48.828125,-89.64432012978291,9.075933624986801,-78.25383074931062,5.378166460307401
53.7109375,-89.6782551358949,8.069226399314875,-78.44821481725103,4.87490645602036
58.59375,-89.70594795959795,27.99576070038881,-78.35306099283409,18.1252731305252
63.4765625,-89.53857604785684,34.15971610823657,-78.47895450015241,127.3252730929772
68.359375,-89.44641472932827,157.2569462548429,-78.42561359549828,95.86055296369661
73.2421875,-89.33944392348607,131.2972498756844,-78.40704279243994,81.91171517711989
78.125,-89.39677702249449,127.0507354319298,-78.26111588846526,64.53235150902911
83.0078125,-89.22009735890154,133.2485216891654,-77.8476871205167,33.53635824650922
87.890625,-89.58592514873799,137.6095081622727,-77.82746509827352,28.92554480035066
92.7734375,-89.75049500469552,139.8686951985025,-77.68801174076684,31.49418925957128
97.65625,-89.61525204207857,149.7568303800942,-77.7858482855231,38.46119726098382
102.5390625,-89.73051302405068,161.5608279964374,-77.7131440758688,47.40718402681435
107.421875,-89.61704453501599,123.488613699766,-77.83329162679121,31.02752544056933
112.3046875,-89.31824195458184,95.55330873733719,-78.27381410078551,123.3135698476653
117.1875,-89.25661411421429,81.76075919342195,-78.68925299262118,91.27463880009853
122.0703125,-89.63033106067596,84.77986880968727,-78.76120298487361,84.1668397193273
126.953125,-89.93490723573214,107.0741303785163,-78.44482465061843,89.73615238883114
131.8359375,-90.25604880929836,133.9729031194361,-77.8298464681468,84.73291632068185
136.71875,-90.49785951231667,8.060180144859254,-77.46320114247455,56.66447968777066
141.6015625,-90.20062638017605,38.94670715304407,-77.44123072015356,47.19300029753644
146.484375,-89.78795987419596,47.71316870503644,-77.7389741594986,42.41552273097336
151.3671875,-89.47041315949704,52.05671868207501,-78.12324797080366,42.90145857726764
156.25,-89.5380801270932,65.71706019307798,-78.55335534701169,43.91131124435038
161.1328125,-89.97755665238233,84.12324454503506,-78.72075396323729,59.31778249832011
166.015625,-90.06553095945887,103.5430038731092,-78.72248530219692,91.86149425171551
170.8984375,-89.82878998407303,150.8926234664102,-78.22370663661667,111.0456926963457
175.78125,-89.68586834068121,12.01458901393202,-77.86148685382037,140.0623551408995
180.6640625,-89.52029952960436,41.78280039238409,-77.86367310430754,163.0100156979208
185.546875,-89.51452150935555,79.17562796674817,-78.26393936218629,1.733867247855937
190.4296875,-89.52691157343862,156.1438549057437,-78.41623433981765,7.972427027466144
195.3125,-89.40737342520623,26.36202065343877,-78.45099920658966,7.451081247807823
200.1953125,-89.45035503285654,30.92237016383098,-78.20898403706892,9.031192796322047
205.078125,-89.71887184313556,34.86926481578905,-77.90494659467849,13.84223308477657
209.9609375,-89.85706106144644,31.23399867801869,-77.7656509465474,25.65761808032268
214.84375,-90.06528250980023,176.7343361988798,-78.23054252195013,39.72891104087971
219.7265625,-90.36112113292114,133.3306384552462,-78.45596794513878,62.10147674619287
224.609375,-90.14210043479869,141.8072309806157,-78.49995770677458,93.08078058105588
229.4921875,-89.80383066073333,27.78374648366469,-78.50719566512892,130.6375437594242
234.375,-89.34678501854168,43.42799306155891,-78.31961985204015,168.0590260616376
239.2578125,-89.22910467187513,37.17023505244372,-78.1707887615657,177.8141070516861
244.140625,-89.45221602624086,18.59404306926866,-78.4050319376923,175.2394939695519
249.0234375,-89.75127691442667,4.237126992491275,-78.94233773513955,153.044938515825
253.90625,-89.94599450037552,178.6747706451991,-79.27934865049326,114.9981956161951
258.7890625,-90.02778786443912,7.350754373999038,-79.23324609710836,104.433295183182
263.671875,-89.72891478564713,40.35364083587744,-78.56105287708056,84.36110232909954
268.5546875,-89.34583142998028,57.42431603755205,-77.65573660611552,65.84628595931254
273.4375,-89.72777726866946,47.61900396713536,-77.26761427032584,79.60379593790211
278.3203125,-90.12321028468153,17.03014329334662,-77.09404285558873,93.60713471698081
283.203125,-90.19846112425628,176.5902496869435,-77.3432764078015,96.97724092217005
288.0859375,-89.98190436650303,160.2952535131242,-77.7292624864092,106.4441166816872
292.96875,-89.65332126579641,148.6209064825042,-77.88057663483985,113.0028312969453
297.8515625,-89.62066738600336,134.1093201129351,-78.15242741051834,115.7027842594045
302.734375,-89.69108544303799,142.3141369764322,-78.5495009191749,133.779280808637
307.6171875,-89.73734343774422,168.1168060782516,-78.53531109424067,59.2712979754529
312.5,-89.84680359692763,16.02188634265095,-78.74890622265244,111.111516466049
317.3828125,-89.63455021654434,34.92309429278994,-78.72439479493251,128.5076245794666
322.265625,-89.55450823572632,39.31585547342223,-78.52120473796408,131.7413654243988
327.1484375,-89.81627592824005,53.51124688636369,-78.46301135392943,133.3439770448951
332.03125,-90.1240025956303,48.75048645240373,-78.18943628634742,137.2547740194401
336.9140625,-90.15691379003557,158.1958687341719,-77.92485610296802,130.2357815462265
341.796875,-89.91684714929357,149.3697846269866,-78.11360991346854,20.96063278965017
346.6796875,-89.96317507158031,151.8943144840407,-78.27261971240348,9.824665391881434
351.5625,-90.30948678477758,148.7420710577059,-77.91502000583861,9.436235366519208
356.4453125,-90.27980379611337,147.9632986982321,-77.90582449609821,176.5475951183485
361.328125,-89.9945825856495,145.761255119481,-78.32543000128281,147.7343613687473
366.2109375,-89.96919769060628,131.1889822275217,-78.40869399586198,100.0675095178816
371.09375,-90.19856989550721,131.5588827789589,-78.32294864474564,100.7235130537199
375.9765625,-90.14015214836274,131.4184230157304,-78.58098786700586,108.1512576898435
380.859375,-90.0564236506753,130.8219485896696,-78.31993861670469,121.4889913659424
385.7421875,-89.83261221717012,128.6884074515444,-77.98946996616823,141.3306242583081
390.625,-89.55106350169029,125.4693835088008,-77.79654875801101,165.9095611212384
395.5078125,-89.97976867401695,124.0628031376821,-77.57966906223882,177.1224780467558
400.390625,-89.95936667010108,107.5991818977586,-77.51741106136548,164.2613740871801
405.2734375,-89.67119907145261,92.6409402380143,-77.39856492832976,146.0247165440502
410.15625,-89.6199265851667,92.28475748266008,-77.66274341675262,146.5710761843971
415.0390625,-89.77728767322134,90.03795305795123,-78.0299917008779,147.092866561421
419.921875,-89.77265643289013,83.82286488063754,-77.79666686318146,154.8957864109468
424.8046875,-89.30517079710945,74.12904001247972,-77.62304354702633,158.369132660105
429.6875,-88.90995200047649,55.03216233124071,-77.67600871185107,153.2597875940657
434.5703125,-88.76993962453352,33.92507923113559,-78.00216677770069,149.2130456383517
439.453125,-89.04199822528035,178.7309416328918,-78.33795706859506,151.6678946985145
444.3359375,-89.96483013185056,130.4266241589275,-78.24267265079767,5.746131440800496
449.21875,-90.22463646630099,92.40746495057078,-78.1034196030468,70.28564345608392
454.1015625,-90.05595017043363,71.70975381352473,-78.04540378555564,83.22940208401137
458.984375,-89.89474387852499,62.63730671797477,-78.27726913513817,91.96895183162604
463.8671875,-89.5262584671824,52.23917319032143,-78.27205384069157,87.98094092230578
468.75,-89.32982061739756,52.82529796920713,-78.26790019314204,80.98730593244647
473.6328125,-89.73144067358179,61.49115651103728,-78.11002353426558,79.52560030169407
478.515625,-90.24669706914716,69.51885306624692,-77.94506960897822,59.24960731931058
483.3984375,-90.38053337688119,69.58710900344963,-77.95882453964865,63.13173780460486
488.28125,-90.3591357968306,46.4647810809808,-78.26123533347672,81.01603580036624
493.1640625,-90.46529055785406,7.333650960556223,-78.79109294729371,69.99441131867549
498.046875,-90.21924680990836,156.6395327221351,-78.62728689335546,29.79911893155491
502.9296875,-89.64152032381804,140.8910181566839,-78.7479634495172,171.2939985124223
507.8125,-89.14405728874208,136.0305785348871,-78.81005275888792,133.6893110817683
512.6953125,-89.31824930070961,131.7110628983291,-78.65597567594418,134.6649303314621
517.578125,-89.46819548008929,123.2508687634589,-78.19494274190444,1.45662179175598
522.4609375,-89.38690034826098,124.5248081344894,-78.13679998358923,92.00895655327669
527.34375,-89.60150628851765,139.5998298194059,-78.25746357828088,88.91912228930799
532.2265625,-89.61806250443306,1.690482737480653,-78.28122660501973,88.02352876882976
537.109375,-89.5053487338928,125.385795066613,-78.44162195965168,84.95327398357198
541.9921875,-89.55024284380366,99.21762756388566,-78.66258198994673,67.33257806687713
546.875,-89.90475479715847,94.74106749934579,-78.70413283070722,57.95012929472843
551.7578125,-89.9961171788751,96.68427763120147,-78.34364358279566,68.43116557329415
556.640625,-89.79881525305859,97.35840047177541,-77.79695710930545,101.7571125716876
561.5234375,-89.77539271178978,102.3340230315132,-77.57014397036383,123.0167876933767
566.40625,-89.79975746437476,108.9984648328242,-77.6607987722237,125.4326709863093
571.2890625,-89.75952494128167,110.2072795751291,-77.81881883620335,102.6128747637998
576.171875,-89.32600036762054,106.0483978076243,-78.27296961745134,55.06278607706756
581.0546875,-88.97577523991993,90.59284489178586,-78.33910467689057,10.26706158788503
585.9375,-88.98716134571829,59.12982038237102,-78.24667858162422,175.904407444448
590.8203125,-89.68742366298983,15.44288881366337,-77.74613019766518,1.392542879877416
595.703125,-90.21425813257558,153.1125017936279,-77.46899875913535,7.812849701138663
600.5859375,-89.81942599738284,144.0381986474231,-77.42729036930098,13.57982223662948
605.46875,-89.59046302736554,125.5571177982556,-77.78241325206923,22.72017424793254
610.3515625,-89.93873784413455,149.9839467892899,-77.89990224820534,173.7009936789832
615.234375,-90.11476532852043,90.28088000785317,-77.92408456626248,135.8420947323577
620.1171875,-89.99146779266958,44.94387005751841,-77.80390938956843,150.5369900693687
625,-90.10910871453987,3.995866925311232,-78.05978184073521,162.5583722790636
629.8828125,-90.12405792982163,151.7053114276274,-78.32307866537499,170.9608964718269
634.765625,-90.05600044960468,146.2486986568385,-78.11081544259368,168.9852612105188
639.6484375,-90.22669195820642,139.4644550648803,-77.9586537942988,163.2096038922011
644.53125,-90.11473253068196,132.7597292917946,-77.81844376574799,139.4923011856478
649.4140625,-89.55092486687317,141.5121321843268,-77.72313391001131,91.81631189608801
